"Price","Name","Rooms","Area","Floor","Region","Year","Elevator"
"Zapytaj o cenę","Osiedle Daliowa II - 3P+AK","3 pokoje","52.3 m²","3 piętro","Ponikwoda","2024","tak"
"625 000 zł","Mieszkanie 3 pokojowe Lublin Czechów Poludniowy","3 pokoje","58 m²","parter","Czechów Południowy","brak informacji","nie"
"419 950 zł","Mieszkanie dla rodziny lub pod inwestycje","3 pokoje","37 m²","2 piętro","Tatary","1980","tak"
"549 000 zł","Mieszkanie LSM koło uczelni Bezpośrednio","2 pokoje","55 m²","2 piętro","Rury","brak informacji","nie"
"850 000 zł","Mieszkanie w Centrum Bezpośrednio Wieniawska 11","2 pokoje","45.73 m²","3 piętro","Stare Miasto","2024","tak"
"950 000 zł","Mieszkanie w Centrum 0% PCC ul. Wieniawska 11","2 pokoje","56.74 m²","4 piętro","Śródmieście","2024","tak"
"537 532 zł","Jemiołuszki Park| mieszkanie 3-pok. | M32","3 pokoje","48.47 m²","1 piętro","Węglin Południowy","brak informacji","nie"
"950 000 zł","Mieszkanie w Ścisłym Centrum 0% PCC ul.Wieniawska","2 pokoje","56.75 m²","3 piętro","Stare Miasto","2024","tak"
"598 000 zł","Komfortowe 3Pokojowe Mieszkanie - Bronowice","3 pokoje","60.43 m²","7 piętro","Bronowice","1987","tak"
"469 000 zł","Przytulne mieszkanie, 2 pokoje, Czuby, Sympatyczna","2 pokoje","49.3 m²","3 piętro","Czuby Północne","1980","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B1.70","2 pokoje","38.58 m²","3 piętro","Ponikwoda","2025","tak"
"950 000 zł","Stylowe 72,86 po totalnym remoncie w mega okolicy!","4 pokoje","72.86 m²","3 piętro","Czuby Północne","1980","nie"
"1 350 000 zł","Ścisłe Centrum Czechowska , apartament 117m2","4 pokoje","117 m²","2 piętro","Stare Miasto","2013","tak"
"460 000 zł","2 pok, z dużą, oddzielną kuchnią, 2 km. do centrum","2 pokoje","43.75 m²","parter","Dziesiąta","1958","nie"
"1 599 000 zł","** Apartament 117 M2, Nałęczowska, Ostatnie Piętro","5 pokoi","116.88 m²","6 piętro","Konstantynów","2018","tak"
"567 000 zł","4-pokojowe LSM bez prowizji","4 pokoje","52.5 m²","3 piętro","Rury","brak informacji","nie"
"899 000 zł","Mieszkanie 77 m2 ul. Relaksowa Sławin","4 pokoje","77.08 m²","3 piętro","Sławin","2011","tak"
"455 000 zł","60 Mkw, Kalinowszczyzna, Ul. Daszyńskiego","3 pokoje","59.8 m²","4 piętro","Kalinowszczyzna","1986","nie"
"380 480 zł","Mieszkanie blisko centrum. Bez prowizji.","2 pokoje","32.8 m²","","Kośminek","2024","tak"
"675 000 zł","Gotowe do wprowadzenia bec 2% PCC FELIN","3 pokoje","54 m²","4 piętro","Felin","2024","tak"
"589 000 zł","Mieszkanie na ul.Czeremchowej","3 pokoje","73 m²","3 piętro","Sławin","1995","nie"
"630 000 zł","Wyjątkowe mieszkanie w Centrum Lublina","3 pokoje","54 m²","3 piętro","Śródmieście","brak informacji","nie"
"673 800 zł","Nowe, bez podatku Pcc, gotowe do zamieszkania.","3 pokoje","54.93 m²","","Bronowice","2027","tak"
"295 000 zł","Rezerwacja","1 pokój","25 m²","parter","Tatary","1968","nie"
"420 272 zł","Saski Point | wykończony lokal mieszkalny | 31","1 pokój","25.31 m²","3 piętro","Wieniawa","brak informacji","tak"
"469 250 zł","Apartamenty Poligonowa Etap 5, M6","2 pokoje","37.54 m²","parter","Sławin","2026","nie"
"765 612 zł","Apartamenty Poligonowa Etap 4, M88","2 pokoje","70.89 m²","3 piętro","Sławin","2026","nie"
"479 550 zł","Zielone Tarasy Botanik ** PRZEDSPRZEDAŻ","2 pokoje","41.7 m²","2 piętro","Sławin","2026","nie"
"594 440 zł","Wojciechowska Square | mieszkanie 8","3 pokoje","54.04 m²","2 piętro","Konstantynów","2025","tak"
"605 515 zł","Osiedle Koncertowa Dolina | mieszkanie 3-pok. | 3","3 pokoje","56.37 m²","parter","Czechów Północny","brak informacji","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 3P+AK","3 pokoje","52.3 m²","3 piętro","Ponikwoda","2024","tak"
"425 000 zł","3-pokojowe mieszkanie na sprzedaż - ul. Okrzei 10","3 pokoje","50.9 m²","6 piętro","Kalinowszczyzna","1969","tak"
"559 000 zł","Sprzedam Lublin,LSM-Oś.Piastowskie,54 m2,3 pokoje","3 pokoje","54 m²","1 piętro","Rury","1970","tak"
"Zapytaj o cenę","4-pokojowe mieszkanie 60m2 + balkon Bezpośrednio","4 pokoje","60.17 m²","3 piętro","Ponikwoda","2026","tak"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-45","3 pokoje","63.05 m²","1 piętro","Sławin","brak informacji","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B2.10","2 pokoje","37.94 m²","1 piętro","Ponikwoda","2025","tak"
"Zapytaj o cenę","Niecała Prestige Residence | nowe mieszkanie M21","2 pokoje","35.74 m²","3 piętro","Śródmieście","2024","tak"
"620 842 zł","Gotowe mieszkanie 58 m2, 4 pokoje z aneksem kuch.","4 pokoje","58.57 m²","1 piętro","Wrotków","2024","tak"
"Zapytaj o cenę","Biernackiego 17|mieszkanie 14| minus 1000 zł/m2","1 pokój","37.06 m²","2 piętro","Śródmieście","2025","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 3P+AK","3 pokoje","52.3 m²","2 piętro","Ponikwoda","2024","tak"
"566 000 zł","3 pokojowe mieszkanie w otoczeniu zieleni","3 pokoje","63.7 m²","3 piętro","Czechów Północny","1990","nie"
"375 240 zł","Gotowe, bez PCC, mieszkanie 31,8m + garaż","2 pokoje","31.8 m²","2 piętro","Węglin Południowy","2024","nie"
"545 000 zł","Mieszkanie, 63,10 m², Lublin","3 pokoje","63.1 m²","3 piętro","Kalinowszczyzna","1988","nie"
"899 900 zł","Apartament  Lublin, Ponikwoda","3 pokoje","76.67 m²","2 piętro","Ponikwoda","2018","tak"
"515 000 zł","Mieszkanie dwupokojowe Al. Ralawickie","2 pokoje","51 m²","3 piętro","Wieniawa","brak informacji","nie"
"404 973 zł","Jemiołuszki Park| mieszkanie 2-pok. | M27","2 pokoje","34.06 m²","parter","Węglin Południowy","brak informacji","nie"
"479 999 zł","Mieszkanie z nowym życiem - nowoczesny design, zer","3 pokoje","46 m²","2 piętro","Tatary","1965","nie"
"1 499 000 zł","** Apartament W Centrum Z Widokiem Na Zamek **","4 pokoje","88.2 m²","10+ piętro","Czechów Południowy","2019","tak"
"629 000 zł","Nowoczesne mieszkanie w świetnej lokalizacji","2 pokoje","52.77 m²","1 piętro","Dziesiąta","2021","nie"
"680 000 zł","Przestronne mieszkanie na Strzembosza - 3 pokoje","3 pokoje","70.87 m²","2 piętro","Ponikwoda","brak informacji","tak"
"799 000 zł","Apartament z klimą i 100m2 tarasem w Śródmieściu","2 pokoje","67.79 m²","4 piętro","Śródmieście","1939","nie"
"399 000 zł","Mieszkanie, 51,02 m², Lublin","2 pokoje","51.02 m²","1 piętro","Bronowice","1954","nie"
"599 000 zł","Przytulne 3 Pokojowe Mieszkanie Na Czechowie","3 pokoje","61 m²","7 piętro","Czechów Północny","1980","tak"
"551 080 zł","Dwustronne mieszkanie przy ulicy Koncertowej","4 pokoje","59.9 m²","4 piętro","Czechów Południowy","brak informacji","tak"
"499 000 zł","Mieszkanie antresola+klimatyzacja 128m² użytkowych","4 pokoje","128 m²","4 piętro","Tatary","1960","nie"
"540 000 zł","Przestronne mieszkanie dla Ciebie","2 pokoje","44.69 m²","parter","Sławin","2004","nie"
"450 000 zł","4pokojowe mieszkanie 57,3m2-Lublin ul.Leonarda Lsm","4 pokoje","57.3 m²","7 piętro","Rury","brak informacji","tak"
"699 000 zł","Przytulne mieszkanie przy Uniwersytecie Medycznym","4 pokoje","72.02 m²","3 piętro","Czechów Południowy","2005","nie"
"675 600 zł","Luksusowy apartament w Lublinie-Czechów","2 pokoje","37.43 m²","parter","Czechów Północny","2023","tak"
"490 000 zł","Mieszkanie 2 pokojowe bez podatku Pcc - Czechów","2 pokoje","41.26 m²","3 piętro","Czechów Północny","2024","tak"
"717 000 zł","3 pokoje, mieszkanie na sprzedaż Ponikwoda, Lublin","3 pokoje","57.38 m²","3 piętro","Ponikwoda","2020","tak"
"1 080 000 zł","Dwupak inwestycyjny Niecała przy Placu Litewskim","4 pokoje","72 m²","parter","Śródmieście","1908","nie"
"649 000 zł","Ładne, ciepłe, gotowe 3 pokojwe. Wysoki standard","3 pokoje","67.8 m²","1 piętro","Ponikwoda","1997","nie"
"439 200 zł","Najlepsza Oferta W Lublinie ! - Okazja ! Garaż 0Zł","2 pokoje","40 m²","2 piętro","Śródmieście","2026","tak"
"679 000 zł","Mieszkanie w Lublinie- Śródmieście","3 pokoje","57.1 m²","3 piętro","Wieniawa","1978","nie"
"495 000 zł","Przytulne i słoneczne M3 na Czechowie","3 pokoje","61 m²","4 piętro","Czechów Północny","1979","nie"
"679 000 zł","4 pokoje⭐️Balkon⭐️Kamienica⭐️Stare Miasto","4 pokoje","83.8 m²","4 piętro","Śródmieście","1930","nie"
"469 000 zł","3 pokoje⭐️dwustronne⭐️rozkładowe⭐️balkon","3 pokoje","57.1 m²","4 piętro","Konstantynów","1971","nie"
"349 000 zł","Do wejścia⭐️Pogodna⭐️38m2⭐️Balkon⭐️Parter","1 pokój","38 m²","parter","Bronowice","1969","nie"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-45","3 pokoje","63.05 m²","1 piętro","Sławin","brak informacji","tak"
"690 000 zł","Mieszkanie z potencjałem na antresolę","3 pokoje","73.99 m²","3 piętro","Ponikwoda","2015","tak"
"699 000 zł","3 pokoje, Felin, wykończone pod klucz, blok 2024","3 pokoje","58.47 m²","2 piętro","Felin","2024","tak"
"454 720 zł","2-pokojowe mieszkanie przy ul. Onyksowej","2 pokoje","46.4 m²","4 piętro","Węglin Południowy","2024","tak"
"519 000 zł","3 pokoje⭐umeblowane⭐balkon⭐1 piętro","3 pokoje","61.39 m²","1 piętro","Wrotków","1984","tak"
"679 000 zł","Dwustronne 3-pok z balkonem garaż piwnica","3 pokoje","63.6 m²","1 piętro","Węglin Południowy","2024","tak"
"420 000 zł","Cicha okolica ⭐️ balkon ⭐️ 3-4 pokoje","3 pokoje","57.8 m²","parter","Tatary","1961","nie"
"479 000 zł","Przestronne mieszkanie przy Galerii Olimp","2 pokoje","53.92 m²","3 piętro","Ponikwoda","2000","nie"
"1 299 000 zł","Metropolitan Park 16 piętro widok 81m2, 3 pokoje","3 pokoje","81 m²","10+ piętro","Rury","2013","tak"
"480 000 zł","Mieszkanie Chodźki Residence Lublin 40,69m2","2 pokoje","40.69 m²","2 piętro","Czechów Południowy","2024","nie"
"300 000 zł","DWUPAK inwestycyjny w Lublinie z antresolą","2 pokoje","38 m²","parter","Śródmieście","brak informacji","nie"
"690 000 zł","Mieszkanie z potencjałem na antresolę","3 pokoje","73.99 m²","3 piętro","Ponikwoda","2015","tak"
"599 000 zł","Trzypokojowe mieszkanie ul. Puławska, 56 m2","3 pokoje","56 m²","3 piętro","Wieniawa","1985","nie"
"575 000 zł","WYKOŃCZONE NOWE mieszkanie 2pokojowe, Czuby/Węglin","2 pokoje","46.54 m²","1 piętro","Czuby Południowe","2024","tak"
"532 000 zł","Mieszkanie Po Remoncie PRZYJDŹ I SPRAWDŹ","3 pokoje","48 m²","2 piętro","Kalinowszczyzna","1980","tak"
"529 000 zł","3 oddzielne pokoje w sąsiedztwie Politechniki!","3 pokoje","53.06 m²","6 piętro","Rury","1975","tak"
"675 000 zł","Ładne mieszkanie w okolicy zalewu. 3P + kuchnia.","3 pokoje","60.69 m²","parter","Wrotków","2018","tak"
"682 145 zł","Osiedle Koncertowa Dolina | mieszkanie 3-pok. | 21","3 pokoje","63.91 m²","2 piętro","Czechów Północny","brak informacji","tak"
"820 000 zł","Wyjątkowe 3 pokojowe mieszkanie na Sławinie","3 pokoje","65.47 m²","4 piętro","Sławin","2018","tak"
"870 000 zł","Mieszkanie W Apartamentowcu Na Północnej.","3 pokoje","63 m²","4 piętro","Śródmieście","2018","tak"
"439 000 zł","Komfortowe 2 pokoje LSM po remoncie koło bazarku","2 pokoje","38.7 m²","3 piętro","Rury","1960","nie"
"824 500 zł","Piękne, 3-pokojowe mieszkanie w sercu Lublina","3 pokoje","71.7 m²","parter","Śródmieście","1970","nie"
"903 000 zł","Apartamenty Poligonowa Etap 4, M87","2 pokoje","70 m²","3 piętro","Sławin","2026","nie"
"562 134 zł","Zielone Tarasy Botanik ** PRZEDSPRZEDAŻ","2 pokoje","49.31 m²","3 piętro","Sławin","2026","nie"
"667 700 zł","Wojciechowska Square | mieszkanie 54","3 pokoje","60.7 m²","7 piętro","Konstantynów","2025","tak"
"423 759 zł","Saski Point | wykończony lokal mieszkalny | 11","1 pokój","25.52 m²","1 piętro","Wieniawa","brak informacji","tak"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-43","3 pokoje","67.34 m²","1 piętro","Sławin","brak informacji","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 3-pok. | B1.12","3 pokoje","51.32 m²","2 piętro","Ponikwoda","2025","tak"
"Zapytaj o cenę","Niecała Prestige Residence | nowe mieszkanie M26","2 pokoje","36.44 m²","4 piętro","Śródmieście","2025","tak"
"551 148,50 zł","Gotowe mieszkanie 49 m2, 3 pokoje z aneksem kuch.","3 pokoje","50.15 m²","5 piętro","Wrotków","2024","tak"
"Zapytaj o cenę","Biernackiego 17|mieszkanie 8| minus 1000 zł/m2","2 pokoje","47.91 m²","2 piętro","Śródmieście","2025","tak"
"472 625 zł","Active City | mieszkanie 2-pok. | B3_4_25","2 pokoje","47.5 m²","4 piętro","Wrotków","2026","nie"
"Zapytaj o cenę","Osiedle Daliowa II - 3P+AK","3 pokoje","52.3 m²","1 piętro","Ponikwoda","2024","tak"
"596 000 zł","2p, 51 m2, po remoncie, Poręba, miejsce parkingowe","2 pokoje","51 m²","2 piętro","Czuby Południowe","2001","nie"
"559 998 zł","Mieszkanie na Czechowie/3 pokoje/stan deweloperski","3 pokoje","52.83 m²","6 piętro","Czechów Północny","2026","tak"
"579 900 zł","Sławin, Botanik 51 m2 garaż 3 pokoje deweloperski","3 pokoje","51.45 m²","2 piętro","Sławin","2025","tak"
"389 000 zł","Mieszkanie dwupokojowe Lublin LSM","2 pokoje","33 m²","10 piętro","Rury","1971","tak"
"499 999 zł","4 pokojowe( możliwość 5) mieszkanie 68m2 Czechów.","4 pokoje","68 m²","2 piętro","Czechów Północny","1986","nie"
"359 000 zł","Kawalerka 600m na UMCS, UP","1 pokój","27 m²","parter","Rury","1980","nie"
"519 000 zł","3 pokoje⭐umeblowane⭐balkon⭐1 piętro","3 pokoje","61.39 m²","1 piętro","Wrotków","1984","tak"
"348 000 zł","Sprzedam mieszkanie 42m OKAZJA !","2 pokoje","42.5 m²","4 piętro","Felin","1996","nie"
"767 000 zł","4 Pokoje-Centrum, Wieniawa,Widok na Panoramę Miast","4 pokoje","63.79 m²","9 piętro","Wieniawa","1977","tak"
"454 720 zł","2-pokojowe mieszkanie przy ul. Onyksowej","2 pokoje","46.4 m²","4 piętro","Węglin Południowy","2024","tak"
"699 600 zł","3 pokoje, garderoba, 24m taras, klima, rekreacja","3 pokoje","66.03 m²","3 piętro","Wrotków","2015","nie"
"399 000 zł","Mieszkanie + Poddasze w centrum / udziały","2 pokoje","52 m²","3 piętro","Śródmieście","1900","nie"
"899 000 zł","Apartament z klimatyzacją w Śródmieściu","3 pokoje","96.5 m²","2 piętro","Śródmieście","1960","nie"
"599 000 zł","Zadbane mieszkanie 3 pokojowe na Sławinie","3 pokoje","57.91 m²","1 piętro","Sławin","brak informacji","nie"
"550 000 zł","Mieszkanie miasteczko uniwersyteckie w Lublinie","2 pokoje","54.9 m²","parter","Wieniawa","brak informacji","nie"
"760 000 zł","Mieszkanie w super lokalizacji z widokiem na las","3 pokoje","66.4 m²","2 piętro","Czuby Południowe","2008","nie"
"695 000 zł","Mieszkanie 3 pokoje 75 m2 ul. Zana","3 pokoje","75 m²","2 piętro","Rury","2005","tak"
"474 355 zł","Osiedle Koncertowa Dolina | mieszkanie 2-pok. | 19","2 pokoje","43.09 m²","2 piętro","Czechów Północny","brak informacji","tak"
"599 000 zł","bezczynszowe mieszkanie na os. Świt-Węglin","3 pokoje","100.7 m²","1 piętro","Węglin Południowy","1985","nie"
"567 000 zł","Sprzedam mieszkanie w Lublinie","3 pokoje","63 m²","1 piętro","Dziesiąta","1998","nie"
"479 999 zł","46 mtr - 3 pokojowe - 2 piętro - Niski blok","3 pokoje","46 m²","2 piętro","Tatary","1965","nie"
"480 000 zł","54 m2, Piwnica, DUŻY balkon, widok Park Zawilców!","2 pokoje","54 m²","4 piętro","Kalinowszczyzna","brak informacji","nie"
"850 000 zł","3 pokoje Węglin wysoki standard od zaraz!!!","3 pokoje","69 m²","1 piętro","Węglin Południowy","2021","tak"
"750 000 zł","Ustawne i Jasne | Taras 42 mkw | Piwnica 10 mkw.","3 pokoje","54.66 m²","1 piętro","Węglin Południowy","2018","tak"
"809 000 zł","Zielone Wzgórze mieszkanie na sprzedaż 64,11m2","3 pokoje","64.11 m²","5 piętro","Sławin","2018","tak"
"610 000 zł","Czuby, ul. Tymiankowa, 4 pok., 78 mkw.,","4 pokoje","78 m²","parter","Czuby Północne","1989","nie"
"650 682 zł","Wojciechowska Square | mieszkanie 137","3 pokoje","58.62 m²","6 piętro","Konstantynów","2025","tak"
"427 246 zł","Saski Point | wykończony lokal mieszkalny | 12","1 pokój","25.73 m²","1 piętro","Wieniawa","brak informacji","tak"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-24","3 pokoje","63.95 m²","1 piętro","Sławin","brak informacji","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B2.26","2 pokoje","37.94 m²","3 piętro","Ponikwoda","2025","tak"
"Zapytaj o cenę","Niecała Prestige Residence | nowe mieszkanie M02","1 pokój","39.69 m²","parter","Śródmieście","2024","tak"
"Zapytaj o cenę","Biernackiego 17|mieszkanie 28| minus 1000 zł/m2","1 pokój","37.06 m²","4 piętro","Śródmieście","2025","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 4P+AK","4 pokoje","64.28 m²","3 piętro","Ponikwoda","2024","tak"
"359 000 zł","2 pokoje i oddzielna kuchnia, Czechów, Paganiniego","2 pokoje","36.1 m²","1 piętro","Czechów Południowy","1981","tak"
"613 000 zł","Lublin, Węglinek ul. Jaspisowa","4 pokoje","58.9 m²","3 piętro","Węglin Południowy","2012","nie"
"445 000 zł","Felin- 2 pokoje, nowe, 31mkw, bez PCC","2 pokoje","31.08 m²","1 piętro","Felin","2024","tak"
"435 000 zł","Mieszkanie 3 pokojowe 58m2 os. Nałkowskich Lublin","3 pokoje","58 m²","2 piętro","Wrotków","1980","nie"
"555 000 zł","Wyjątkowe_oryginalne_funkcjonalne_wysoki standard","2 pokoje","42.62 m²","3 piętro","Wrotków","2014","tak"
"575 000 zł","Właściciel Sprzedaje Mieszkanie Lublin Rury","3 pokoje","61.2 m²","5 piętro","Rury","brak informacji","nie"
"373 500 zł","Mieszkanie Deweloperskie Felin DOSTĘPNE OD ZARAZ","1 pokój","31.66 m²","2 piętro","Felin","2023","tak"
"599 000 zł","Mieszkanie z widokiem na Zalew - 2 pokoje","2 pokoje","47.32 m²","2 piętro","Wrotków","2017","tak"
"579 000 zł","Czechów 4 pokoje Wykończone ul. Kiepury","4 pokoje","57.7 m²","1 piętro","Czechów Południowy","1981","tak"
"745 000 zł","Mieszkanie 60m2 ul. Operowa (czechów)","3 pokoje","60 m²","parter","Czechów Południowy","2015","tak"
"520 000 zł","Czuby - os. Widok | 2 pokoje | 45,5 m2 | 1 piętro","2 pokoje","45.5 m²","1 piętro","Czuby Południowe","1999","nie"
"340 000 zł","2 pokoje po remoncie z widokiem na panoramę miasta","2 pokoje","35.81 m²","9 piętro","Tatary","1970","tak"
"699 600 zł","3 pokoje, garderoba, 24m taras, klima, rekreacja","3 pokoje","66.03 m²","3 piętro","Wrotków","2015","nie"
"562 800 zł","Mieszkanie Zygmunta Augusta Osiedle Europejskie","2 pokoje","46.9 m²","2 piętro","Felin","2017","tak"
"559 998 zł","Mieszkanie na Czechowie/3 pokoje/stan deweloperski","3 pokoje","52.83 m²","6 piętro","Czechów Północny","2026","tak"
"475 380 zł","41,70 M2 - Zielone Tarasy Botanik ** Przedsprzedaż","2 pokoje","41.7 m²","1 piętro","Sławin","2026","tak"
"369 000 zł","2 pokoje 32m2, Węglinek, Jemiołuszki","2 pokoje","31.8 m²","1 piętro","Węglin Południowy","2024","tak"
"699 000 zł","*** Okazja, ul.Gliniana , blisko uczelnie***","3 pokoje","75.83 m²","2 piętro","Rury","1988","nie"
"956 000 zł","Mieszkanie W Centrum O Wysokim Standardzie","2 pokoje","40 m²","2 piętro","Śródmieście","2023","tak"
"412 815 zł","Nowe osiedle blisko centrum.","2 pokoje","37.7 m²","","Śródmieście","2024","tak"
"570 000 zł","3 pok. mieszkanie, ul. Rayskiego Wieniawa","3 pokoje","72 m²","2 piętro","Wieniawa","1970","nie"
"459 000 zł","2 pokojowe mieszkanie, Czuby","2 pokoje","35.94 m²","2 piętro","Czuby Północne","brak informacji","tak"
"579 000 zł","LSM/ 3 pokoje ul. Grażyny/po remoncie/parking","3 pokoje","55.2 m²","3 piętro","Śródmieście","1970","nie"
"370 000 zł","Lublin - 2 pokoje blisko Uniwersytety Medycznego","2 pokoje","36.8 m²","10 piętro","Kalinowszczyzna","1975","tak"
"698 000 zł","Lublin M3 -Tanie w utrzymaniu, gotowe do wejścia.","3 pokoje","70.5 m²","1 piętro","Sławin","2002","nie"
"519 000 zł","Lsm, Gliniana, 53m2, 2 pokoje, parter, po remoncie","2 pokoje","52.67 m²","parter","Rury","1970","nie"
"760 000 zł","Wyjątkowy apartament blisko centrum (foto + film)","2 pokoje","51 m²","10 piętro","Czechów Południowy","2018","tak"
"479 000 zł","Sprzedam mieszkanie 2-pok. Lublin, Kalinowszczyzna","2 pokoje","45.93 m²","4 piętro","Kalinowszczyzna","1969","nie"
"755 000 zł","3 Pokoje, piękne wnętrze, nowe budownictwo","3 pokoje","72.13 m²","1 piętro","Dziesiąta","2018","tak"
"385 000 zł","3 Pokoje, Do Własnej Aranżacji - Kalinowszczyzna.","3 pokoje","49 m²","4 piętro","Kalinowszczyzna","1988","nie"
"418 446 zł","Saski Point | wykończony lokal mieszkalny | 14","1 pokój","25.2 m²","1 piętro","Wieniawa","brak informacji","tak"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-61","3 pokoje","63.05 m²","5 piętro","Sławin","brak informacji","tak"
"563 785,30 zł","Gotowe mieszkanie 49 m2, 3 pokoje z aneksem kuch.","3 pokoje","49.27 m²","parter","Wrotków","2024","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B2.30","2 pokoje","34.83 m²","3 piętro","Ponikwoda","2025","tak"
"568 266 zł","Wyjątkowy apartament - klucze marzec 2025","2 pokoje","35.74 m²","1 piętro","Śródmieście","2025","tak"
"Zapytaj o cenę","Biernackiego 17|mieszkanie 34| minus 1000 zł/m2","1 pokój","37.06 m²","5 piętro","Śródmieście","2025","tak"
"564 300 zł","Active City | mieszkanie 3-pok. | B2_3_38","3 pokoje","59.4 m²","3 piętro","Wrotków","2026","nie"
"Zapytaj o cenę","Osiedle Daliowa II - 4P+AK","4 pokoje","64.28 m²","2 piętro","Ponikwoda","2024","tak"
"593 884 zł","Koncertowe Wzgórze | mieszkanie 4-pok. | B2_47","4 pokoje","62.58 m²","parter","Czechów Północny","brak informacji","nie"
"1 099 500 zł","Mieszkanie(apartament) 82.57m2 plus duży taras","4 pokoje","82.57 m²","3 piętro","Wrotków","brak informacji","tak"
"460 000 zł","Klimatyczne 3pokojowe mieszkanie po remoncie","3 pokoje","40.25 m²","7 piętro","Dziesiąta","brak informacji","tak"
"378 420 zł","Nowe mieszkanie, 2 pokoje, ul. Jemiołuszki","2 pokoje","31.8 m²","3 piętro","Węglin Południowy","2024","tak"
"734 000 zł","***Czuby, 3 pok, bez PCC 2%***","3 pokoje","56.89 m²","2 piętro","Węglin Południowy","2024","tak"
"749 000 zł","Piękne 3 pokojowe mieszkanie na Węglinie","3 pokoje","62.5 m²","4 piętro","Węglin Południowy","2018","tak"
"559 000 zł","Sprzedam Lublin,LSM-Oś.Piastowskie,54 m2,3 pokoje","3 pokoje","54 m²","1 piętro","Rury","1970","tak"
"870 000 zł","Mieszkanie 2-poziomowe LSM NIŻSZA CENA !","4 pokoje","95.6 m²","3 piętro","Rury","2001","nie"
"99 000 zł","Kawalerka ⭐️ ul. Kunickiego ⭐️ Okazja","1 pokój","19 m²","parter","Dziesiąta","brak informacji","nie"
"499 000 zł","Wysoki parter⭐️zielona okolica⭐️balkon⭐️Czechów","2 pokoje","60 m²","parter","Czechów Północny","brak informacji","nie"
"480 000 zł","2 pokoje LSM os. Piastowskie","2 pokoje","43.6 m²","5 piętro","Rury","1970","tak"
"339 000 zł","2 niezależne pokoje⭐️balkon⭐️wysoki parter","2 pokoje","35.6 m²","parter","Tatary","1967","nie"
"549 000 zł","3 pokoje⭐️rozkładowe⭐️do wprowadzenia⭐️garaż","3 pokoje","58.2 m²","parter","Czuby Południowe","2007","nie"
"626 500 zł","Inwestycja, ścisły centrum, nowy budynek, 50 m2","2 pokoje","50.12 m²","2 piętro","Śródmieście","2019","nie"
"369 000 zł","2 pokoje 32m2, Węglinek, Jemiołuszki","2 pokoje","31.8 m²","1 piętro","Węglin Południowy","2024","tak"
"515 700 zł","Oststnie Wolne Na Styczeń 2024 Rok ! Okazja !","3 pokoje","51.57 m²","1 piętro","Czechów Południowy","2024","tak"
"863 200 zł","MIESZKANIE PREMIUM - KOMFORTOWO WYKOŃCZONE - NOWE","3 pokoje","66.92 m²","parter","Czechów Południowy","2024","tak"
"585 600 zł","Mieszkanie 3 pokojowe","3 pokoje","62.97 m²","1 piętro","Kośminek","brak informacji","nie"
"1 050 000 zł","Mieszkanie 3Pokojowe 77M2 Na Sławinie","3 pokoje","77 m²","1 piętro","Sławin","2023","nie"
"Zapytaj o cenę","P1 Mieszkania  | mieszkanie 2-pok. | 5_11","2 pokoje","54.01 m²","5 piętro","Śródmieście","2026","tak"
"899 000 zł","3 pokoje, LSM, 10 piętro- Apartamentowiec.","3 pokoje","68 m²","10 piętro","Rury","2013","tak"
"515 000 zł","3-pokojowe mieszkanie w dzielnicy LSM bez prowizji","3 pokoje","47.8 m²","9 piętro","Rury","brak informacji","tak"
"658 116 zł","Nałęczowska, 2026r., 3 pokoje, 65m2, garderoba","3 pokoje","65.16 m²","3 piętro","Sławin","2026","tak"
"633 420 zł","Nałęczowska, 2026r., 3 pokoje, 62m2, 2x balkon","3 pokoje","62.1 m²","3 piętro","Sławin","2026","tak"
"635 222 zł","Idealnie zlokalizowane trójstronne lokum - Różana","3 pokoje","57.8 m²","2 piętro","Czuby Północne","1987","nie"
"719 000 zł","Nowoczesny 3-]pokojowy apartament na Wrotkowie","3 pokoje","56.93 m²","1 piętro","Wrotków","brak informacji","tak"
"465 000 zł","Mieszkanie, 56 m², Lublin","3 pokoje","56 m²","3 piętro","Rury","brak informacji","tak"
"1 280 000 zł","Ekskluzywny Apartament Zabudowa Szeregowa 92m2","4 pokoje","92 m²","1 piętro","Sławin","2020","nie"
"585 600 zł","Mieszkanie 3 pokojowe","3 pokoje","62.97 m²","1 piętro","Kośminek","brak informacji","nie"
